forum_id,message_id,user_id,angel,blushing,confused,cool,devil,grin,kiss,ohoh,sad,smile,tongue,ugly,wink
118816770,149848074,6364627bc0d437bc7b4057d5c998dac3,0,0,0,0,0,0,0,0,0,1,0,0,0
118816770,154435589,6364627bc0d437bc7b4057d5c998dac3,0,0,0,0,0,0,0,0,0,1,0,0,0
118816770,168493066,6364627bc0d437bc7b4057d5c998dac3,0,0,0,0,0,0,0,0,0,1,0,0,0
118816770,172687364,6364627bc0d437bc7b4057d5c998dac3,0,0,0,0,0,0,0,0,0,1,0,0,0
118816770,174686212,2c2be155a1c073ca2981acfca3001f35,0,0,0,0,0,0,0,0,0,0,0,0,1
118816770,187105281,53aa49403eaa7830ab10234d95089dfb,0,0,0,0,0,0,7,0,0,0,0,0,0
118816770,199294977,dfb600cdb956c3b8f4ac67a8ca014326,0,0,0,0,0,1,0,0,0,0,0,0,0
118816770,199294978,dfb600cdb956c3b8f4ac67a8ca014326,0,0,0,0,0,0,0,0,0,1,0,0,0
118816770,199294979,53aa49403eaa7830ab10234d95089dfb,0,0,0,0,0,0,0,0,0,0,0,0,1
118816770,200179718,2c2be155a1c073ca2981acfca3001f35,0,0,0,0,0,0,0,0,1,0,0,0,0
118816770,201949193,dfb600cdb956c3b8f4ac67a8ca014326,0,0,0,0,0,0,0,0,0,1,0,0,0
118816770,203653123,2c2be155a1c073ca2981acfca3001f35,0,0,0,0,0,0,0,0,0,1,0,0,0
118816770,209518595,dfb600cdb956c3b8f4ac67a8ca014326,0,0,0,0,0,1,0,0,0,0,0,0,0
118816770,211288073,dfb600cdb956c3b8f4ac67a8ca014326,0,0,0,0,0,1,0,0,0,0,0,0,0
118816770,219971595,53aa49403eaa7830ab10234d95089dfb,0,0,0,0,0,0,3,0,0,0,0,0,0
118816770,220561415,6364627bc0d437bc7b4057d5c998dac3,0,0,0,0,0,0,0,0,0,1,0,0,0
118816770,221380611,2c2be155a1c073ca2981acfca3001f35,0,0,0,0,0,0,0,0,0,0,0,0,1
118816770,223150101,dfb600cdb956c3b8f4ac67a8ca014326,0,0,0,0,0,1,0,0,0,0,0,0,0
118816770,224002051,53aa49403eaa7830ab10234d95089dfb,0,0,0,0,0,0,2,0,0,0,0,0,0
118816770,230260738,53aa49403eaa7830ab10234d95089dfb,0,0,1,0,0,0,0,0,0,0,0,0,0
118816770,230260764,53aa49403eaa7830ab10234d95089dfb,0,0,0,1,0,0,0,0,0,1,0,0,0
118816770,244940864,dfb600cdb956c3b8f4ac67a8ca014326,0,0,0,0,0,1,0,0,0,0,0,0,0
118816770,258965546,6364627bc0d437bc7b4057d5c998dac3,0,0,0,0,0,0,0,0,1,0,0,0,0
182222850,208830465,dc50d6f5ae1b0bf8a1292c92cccf8228,0,0,0,0,0,0,0,1,0,0,0,0,0
182222850,293535753,bf7a6254b765b2e5ab37c58b2fe4964d,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,222199810,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,1,0,0,1
220528647,222199811,8870a4f05fa5c9acd0c0e355544db44c,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,222461956,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,225050646,6e67ee9ef210d83cf763cf26a1ab4200,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,225738766,eaed4c61007b86bd7ce8a26445720459,0,0,0,0,0,1,0,0,0,0,0,0,2
220528647,228360239,ef1e2808c3e7fdaf17d7df18f7116d78,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,228360245,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,0,0,0,3
220528647,230948884,6e67ee9ef210d83cf763cf26a1ab4200,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,231669805,6e67ee9ef210d83cf763cf26a1ab4200,0,0,0,0,0,2,0,0,0,0,0,0,0
220528647,235208708,6e67ee9ef210d83cf763cf26a1ab4200,0,0,0,0,0,0,0,0,1,0,0,0,1
220528647,235208719,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,2,0,0,1,0,0,0
220528647,235208733,55f6f62a258e1cf3b2ec67f11318610d,0,0,0,0,1,1,0,0,0,0,0,0,0
220528647,235208737,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,0,0,0,2
220528647,235208742,6e67ee9ef210d83cf763cf26a1ab4200,0,0,0,0,0,1,0,0,0,0,0,0,1
220528647,235208743,6e67ee9ef210d83cf763cf26a1ab4200,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,236847105,fa1de33f6cd3d9b15e18d64e91294dad,0,0,0,0,0,0,0,0,0,0,0,1,0
220528647,236847106,ef1e2808c3e7fdaf17d7df18f7116d78,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,237305858,55f6f62a258e1cf3b2ec67f11318610d,0,0,0,1,0,0,0,0,0,0,0,0,0
220528647,237305869,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,237305876,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,237305879,6e67ee9ef210d83cf763cf26a1ab4200,0,0,0,0,0,1,0,0,0,0,0,0,0
220528647,237305886,55f6f62a258e1cf3b2ec67f11318610d,0,0,0,0,0,1,0,0,0,0,0,0,0
220528647,237993993,8870a4f05fa5c9acd0c0e355544db44c,0,0,0,0,0,0,0,0,0,3,0,0,0
220528647,237993998,eaed4c61007b86bd7ce8a26445720459,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,237994002,16f3483b546bdbde10c87d12ef0ef625,0,0,0,0,0,0,0,0,0,2,0,0,0
220528647,238813209,55f6f62a258e1cf3b2ec67f11318610d,0,0,0,0,0,0,0,1,0,0,0,0,0
220528647,238813260,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,0,0,0,2
220528647,239468552,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,239468605,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,239468607,55f6f62a258e1cf3b2ec67f11318610d,1,0,0,0,0,0,0,0,0,0,0,0,0
220528647,240091156,6e67ee9ef210d83cf763cf26a1ab4200,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,240091157,6e67ee9ef210d83cf763cf26a1ab4200,0,0,0,0,0,1,0,0,0,0,0,0,0
220528647,240091159,8870a4f05fa5c9acd0c0e355544db44c,0,0,0,0,0,0,0,0,0,2,0,0,0
220528647,240091164,585e3468c42173869723b4b0fa6dd5be,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,240779265,6e67ee9ef210d83cf763cf26a1ab4200,0,0,0,0,0,1,0,0,0,0,0,0,1
220528647,240779276,8870a4f05fa5c9acd0c0e355544db44c,0,0,0,0,0,0,0,0,0,2,0,0,0
220528647,240779282,6e67ee9ef210d83cf763cf26a1ab4200,0,0,0,0,0,0,0,0,2,0,0,0,1
220528647,242122759,6e67ee9ef210d83cf763cf26a1ab4200,0,0,0,0,0,0,3,0,0,0,0,0,0
220528647,242450433,8870a4f05fa5c9acd0c0e355544db44c,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,242450434,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,0,0,0,2
220528647,242450443,1e1a6256cc46eae1dbaa35552faaa16b,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,242450444,6e67ee9ef210d83cf763cf26a1ab4200,0,0,0,0,0,0,0,0,0,0,0,0,2
220528647,242450445,eaed4c61007b86bd7ce8a26445720459,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,242450448,6e67ee9ef210d83cf763cf26a1ab4200,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,242450456,1e1a6256cc46eae1dbaa35552faaa16b,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,242450474,43a092f9a4c585879306e29f9b575123,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,243236886,eaed4c61007b86bd7ce8a26445720459,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,244940812,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,245760033,2d3c151614db052097c28ece73687865,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,246284328,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,0,0,0,2
220528647,246710273,8870a4f05fa5c9acd0c0e355544db44c,0,0,0,0,0,0,0,0,0,3,0,0,0
220528647,246710283,ef1e2808c3e7fdaf17d7df18f7116d78,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,247463990,8870a4f05fa5c9acd0c0e355544db44c,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,247464003,ef1e2808c3e7fdaf17d7df18f7116d78,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,247464035,718d3e9eb1e6d8ba9ae212dc51028f7d,0,0,0,0,0,0,0,0,1,0,0,0,0
220528647,248348690,eaed4c61007b86bd7ce8a26445720459,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,248348750,8870a4f05fa5c9acd0c0e355544db44c,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,249036834,55f6f62a258e1cf3b2ec67f11318610d,0,0,0,0,0,1,0,0,0,0,0,0,0
220528647,249036843,eaed4c61007b86bd7ce8a26445720459,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,249036844,eaed4c61007b86bd7ce8a26445720459,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,249036847,eaed4c61007b86bd7ce8a26445720459,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,249036854,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,0,1,0,0
220528647,249987081,486c8e1a3369479ba8b3783f2e83a947,0,0,0,0,0,0,0,0,0,0,0,0,2
220528647,249987082,8870a4f05fa5c9acd0c0e355544db44c,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,251559949,55f6f62a258e1cf3b2ec67f11318610d,0,0,0,1,0,0,0,0,0,0,0,0,0
220528647,251559951,2d3c151614db052097c28ece73687865,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,251559953,718d3e9eb1e6d8ba9ae212dc51028f7d,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,251559967,486c8e1a3369479ba8b3783f2e83a947,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,252379142,8870a4f05fa5c9acd0c0e355544db44c,0,0,0,0,0,0,0,0,0,3,0,0,0
220528647,252379196,b8b399e4caa7b4d4aea9be74b0916e92,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,252936206,16f3483b546bdbde10c87d12ef0ef625,0,0,0,0,0,0,0,0,1,0,0,0,0
220528647,252936209,486c8e1a3369479ba8b3783f2e83a947,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,254738447,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,0,1,0,0
220528647,254738448,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,254738453,55f6f62a258e1cf3b2ec67f11318610d,0,0,0,0,0,1,0,0,0,0,0,0,0
220528647,254738458,b8b399e4caa7b4d4aea9be74b0916e92,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,254738473,eeef0bf480067cb83d57d01d455b65f7,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,254738506,718d3e9eb1e6d8ba9ae212dc51028f7d,0,0,0,0,0,0,0,0,0,0,1,0,0
220528647,255885331,ef1e2808c3e7fdaf17d7df18f7116d78,0,0,0,0,0,0,0,0,0,0,1,0,0
220528647,257359890,ef1e2808c3e7fdaf17d7df18f7116d78,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,257359905,7b17707aa7c7d4726b90c8725c99c75d,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,257359913,55f6f62a258e1cf3b2ec67f11318610d,0,0,0,1,0,0,0,0,0,0,1,0,0
220528647,257359914,55f6f62a258e1cf3b2ec67f11318610d,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,257851393,8870a4f05fa5c9acd0c0e355544db44c,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,257851415,486c8e1a3369479ba8b3783f2e83a947,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,257851416,718d3e9eb1e6d8ba9ae212dc51028f7d,0,0,0,0,0,0,0,0,0,0,1,0,0
220528647,258965535,7b17707aa7c7d4726b90c8725c99c75d,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,258965549,7b17707aa7c7d4726b90c8725c99c75d,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,258965575,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,1,0,0,1
220528647,259358733,718d3e9eb1e6d8ba9ae212dc51028f7d,0,0,0,0,0,0,0,0,0,1,1,0,0
220528647,259358743,55f6f62a258e1cf3b2ec67f11318610d,0,0,0,0,0,0,0,1,0,0,0,0,0
220528647,259358744,718d3e9eb1e6d8ba9ae212dc51028f7d,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,259358745,55f6f62a258e1cf3b2ec67f11318610d,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,259358747,55f6f62a258e1cf3b2ec67f11318610d,0,0,0,0,0,1,0,0,0,0,0,0,0
220528647,259358752,2d3c151614db052097c28ece73687865,0,0,0,0,0,0,0,0,0,0,0,1,0
220528647,259358754,486c8e1a3369479ba8b3783f2e83a947,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,259358765,6e67ee9ef210d83cf763cf26a1ab4200,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,259358768,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,259358769,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,2,0,0,1
220528647,261095434,ef1e2808c3e7fdaf17d7df18f7116d78,0,0,0,0,0,2,0,0,0,0,0,0,0
220528647,261095435,ef1e2808c3e7fdaf17d7df18f7116d78,0,0,0,0,0,0,0,0,0,0,1,0,0
220528647,261685259,486c8e1a3369479ba8b3783f2e83a947,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,262406167,718d3e9eb1e6d8ba9ae212dc51028f7d,0,0,0,0,0,0,0,0,0,0,1,0,0
220528647,263389187,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,263389188,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,263389198,718d3e9eb1e6d8ba9ae212dc51028f7d,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,263389217,486c8e1a3369479ba8b3783f2e83a947,0,0,0,0,0,0,0,0,0,1,0,0,1
220528647,263389219,0c2902f89d82222d0a93585df76ca82f,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,263389224,4f9bfb3f0d5e9a69539d45e25a2a6d8f,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,264044573,486c8e1a3369479ba8b3783f2e83a947,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,264044574,6e67ee9ef210d83cf763cf26a1ab4200,0,0,0,0,0,1,0,0,0,0,0,0,1
220528647,264044575,6e67ee9ef210d83cf763cf26a1ab4200,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,264634371,ef1e2808c3e7fdaf17d7df18f7116d78,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,264634373,fa1de33f6cd3d9b15e18d64e91294dad,1,0,0,0,0,0,0,0,0,0,0,0,0
220528647,264634375,eaed4c61007b86bd7ce8a26445720459,0,0,0,0,0,1,0,0,0,0,0,0,1
220528647,264634376,eaed4c61007b86bd7ce8a26445720459,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,264634377,8870a4f05fa5c9acd0c0e355544db44c,0,0,0,0,0,0,0,0,0,2,0,0,0
220528647,264634378,8870a4f05fa5c9acd0c0e355544db44c,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,264634379,43a092f9a4c585879306e29f9b575123,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,264634383,6e67ee9ef210d83cf763cf26a1ab4200,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,264634384,eaed4c61007b86bd7ce8a26445720459,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,264634387,ef1e2808c3e7fdaf17d7df18f7116d78,0,0,0,0,0,0,0,0,0,1,0,0,1
220528647,264634388,1e1a6256cc46eae1dbaa35552faaa16b,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,264634397,1e1a6256cc46eae1dbaa35552faaa16b,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,264634399,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,1,0,0,0,0
220528647,265224196,55f6f62a258e1cf3b2ec67f11318610d,0,0,0,0,0,1,0,0,0,0,0,0,0
220528647,265846786,ef1e2808c3e7fdaf17d7df18f7116d78,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,265846794,8870a4f05fa5c9acd0c0e355544db44c,0,0,0,0,0,0,0,0,0,4,0,0,0
220528647,266534915,7b17707aa7c7d4726b90c8725c99c75d,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,266534918,b8b399e4caa7b4d4aea9be74b0916e92,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,267157505,2cc27e043f354acdd45705a268f625e0,0,0,0,0,0,1,0,0,0,0,0,0,0
220528647,267157513,7b17707aa7c7d4726b90c8725c99c75d,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,267157518,ef1e2808c3e7fdaf17d7df18f7116d78,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,267157519,ef1e2808c3e7fdaf17d7df18f7116d78,0,0,0,0,0,1,0,0,0,0,0,0,0
220528647,267157522,8870a4f05fa5c9acd0c0e355544db44c,0,0,0,0,0,0,0,0,1,0,0,0,0
220528647,268042258,7b17707aa7c7d4726b90c8725c99c75d,0,0,0,0,0,0,0,0,0,0,0,0,1
220528647,268042259,ef1e2808c3e7fdaf17d7df18f7116d78,0,0,0,0,0,1,0,0,0,0,0,0,0
220528647,268042260,ef1e2808c3e7fdaf17d7df18f7116d78,0,0,0,0,0,1,0,0,0,0,1,0,0
220528647,268042264,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,1,1,0,2
220528647,268337153,15142d3c47c8ca7de85d912b999a3d22,0,0,0,0,0,0,0,0,0,1,0,0,3
220528647,268337171,2d3c151614db052097c28ece73687865,0,0,0,0,0,0,0,0,0,1,0,0,0
220528647,268337183,6e67ee9ef210d83cf763cf26a1ab4200,0,0,0,0,0,1,0,0,0,0,0,0,0
220528647,270073860,7b17707aa7c7d4726b90c8725c99c75d,0,0,0,0,0,0,0,0,0,0,0,0,1
